date|event
1896-04-30|El Senado de la Nación Argentina sesiona por primera vez en el edificio del Congreso.
1922-04-30|Nace el luchador y actor televisivo porteño Martín Karadagián, creador del inmensamente exitoso Titanes en el Ring.
1940-04-30|Se crea la Comisión Nacional del Antártico
1949-04-30|Se inaugura el Aeropuerto Internacional Ministro Pistarini, en Ezeiza, así llamado en honor a su promotor Juan Pistarini.
1973-04-30|Fallece el crítico de arte, poeta y dramaturgo rosarino Aldo Pellegrini, autor de obras como Nuevas tendencias en la pintura y La valija de fuego.
1977-04-30|Por primera vez marchan las Madres de Plaza de Mayo reclamando conocer el paradero de los desaparecidos.
1851-05-01|El entrerriano Justo José de Urquiza publica su Pronunciamiento contra Juan Manuel de Rosas, antaño su protector; el enfrentamiento entre los caudillos desembocará en la batalla de Caseros y el fin del rosismo.
1852-05-01|Aparece en Buenos Aires el primer número del periódico El Nacional, dirigido por Dalmacio Vélez Sarsfield. Publicaría a lo más granado de la generación liberal, incluyendo a Nicolás Avellaneda, Vicente Fidel López, Bartolomé Mitre y Domingo Faustino Sarmiento.
1853-05-01|La Convención Constituyente de Santa Fe sanciona la primera Constitución de la Nación Argentina.
1933-05-01|El vicepresidente argentino, Julio Argentino Roca (h) y el presidente del British Board of Trade, el vizconde Walter Runciman, suscriben el pacto Roca-Runciman, por el que Gran Bretaña se compromete a comprar parte de la producción de carne argentina a cambio de la protección a las empresas británicas y el monopolio del transporte frigorífico.
1935-05-01|Fallece el pintor y crítico de arte porteño Eduardo Schiaffino, autor de La pintura y la escultura en la Argentina y primer director del Museo Nacional de Bellas Artes.
1952-05-01|Eva Perón se dirige por última vez a las masas en alocución pública desde el balcón de la Casa Rosada, en la Plaza de Mayo.
1971-05-01|Comienza a funcionar la Universidad Nacional de Río Cuarto.
1982-05-01|Las fuerzas armadas del Reino Unido comienzan el bombardeo de las Islas Malvinas, tomadas por los argentinos durante la guerra.
1956-05-02|Se inaugura en Buenos Aires la Universidad del Salvador.
1977-05-02|Se hace público el laudo adverso a los intereses argentinos en el conflicto con Chile sobre el canal de Beagle.
1982-05-02|El submarino británico HMS Conqueror torpedea y hunde al crucero ARA General Belgrano.
1785-05-03|Nace el político y literato porteño Vicente López y Planes, autor de la letra del Himno Nacional Argentino y presidente interino de la Nación tras la renuncia de Bernardino Rivadavia en 1827.
1860-05-03|Nace el médico, filósofo y académico bonaerense Alejandro Korn.
1865-05-03|El gobierno argentino recibe la declaración de guerra del Paraguay, en lo que será después la Guerra de la Triple Alianza.
1951-05-03|Fallece el letrista de tango, poeta y guionista de cine santiagueño Homero Manzi, autor de varias de las letras más célebres del género y lúcido militante nacionalista de la línea de FORJA.
1956-05-03|Se declara el fin de la epidemia de parálisis infantil, que dejó un saldo de más de 2.000 casos.
1872-05-04|Se crea el Departamento Nacional de Agricultura.
1888-05-04|En La Plata, Buenos Aires y Montevideo ocurre un terremoto de 5,5 grados en la escala de Richter, conocido como Terremoto del Río de la Plata.6​
1920-05-04|Fallece el jurisconsulto y escritor entrerriano Osvaldo Magnasco.
1926-05-04|Fallece el pintor porteño Jorge Bermúdez, autor de apreciada obra costumbrista truncada por su muerte a corta edad.
1931-05-04|Fallece el botánico tucumano Miguel Lillo, investigador de la taxonomía de las espermatófitas de gran fama, y descubridor de numerosas especies.
1945-05-04|Fallece el filósofo tucumano Alberto Rougès, discípulo de José Ortega y Gasset y autor de importante obra de divulgación.
1960-05-04|Se funda la Universidad Juan Agustín Maza.
1967-05-04|Fallece el dramaturgo entrerriano de origen judío Samuel Eichelbaum, autor de obras naturalistas y costumbristas, de las cuales las más exitosas fueron Un guapo del novecientos y Un tal Servando Gómez.
1813-05-05|La Asamblea General Constituyente declara fiesta cívica el aniversario de la Revolución de Mayo, día 25.
1889-05-05|Apertura de la Avenida de Mayo en Buenos Aires.
1959-05-05|Fallece el jurisconsulto y diplomático porteño Carlos Saavedra Lamas, autor de obras de doctrina jurídica y canciller del país durante el gobierno de Agustín P. Justo. Obtuvo en 1936 el Premio Nobel de la Paz por sus labores para dar fin a la Guerra del Chaco.
1977-05-05|Fallece el actor y director de cine ítalo-argentino Mario Soffici, director de varios clásicos del cine nacional, incluyendo una adaptación de la novela de Marco Denevi Rosaura a las diez.
1809-05-06|Nace el escritor, historiador y jurista porteño Juan María Gutiérrez, convencional y uno de los principales redactores de la Constitución Argentina de 1853, y luego canciller de la Nación y rector de la Universidad de Buenos Aires.
1953-05-06|Fallece el dibujante y humorista hispano-argentino Alejandro Sirio, nacido Nicanor Álvarez Díaz; dejó ilustraciones elaboradas y textos propios de sofisticado humor.
1975-05-06|Fallece el poeta, ensayista, traductor y editor porteño Héctor A. Murena, secretario de redacción de la revista Sur.
1813-05-07|La Asamblea del Año XIII sanciona la primera Ley de Fomento Minero.
1883-05-07|Nace el poeta entrerriano Evaristo Carriego, autor de obra de perfil costumbrista truncada por su tempranísima muerte.
1919-05-07|Nace la actriz y política bonaerense Eva Perón; esposa del presidente Juan Domingo Perón, fue una de las principales figuras del peronismo, y su personalidad carismática inspiró numerosas obras.
1928-05-07|Fallece la poetisa y activista por los derechos del invidente Vicenta Castro Cambón, fundadora de la Biblioteca Argentina para Ciegos.
1995-05-07|Fallece la guionista y directora de cine porteña María Luisa Bemberg, directora de la premiada Camila y una de las figuras cruciales del séptimo arte en Argentina.
1821-05-08|El Supremo de la República de Entre Ríos, Francisco Ramírez, bate a las fuerzas de Gregorio Aráoz de La Madrid en la batalla de Rosario.
1828-05-08|El gobernador de Buenos Aires Manuel Dorrego promulga la Ley de Libertad de Imprenta.
1867-05-09|Se funda el Buenos Aires Football Club, el primer club de fútbol en Argentina.
1943-05-09|Fallece el escritor y periodista porteño Enrique González Tuñón.
1952-05-09|Nace la cantante de tangos bonaerense Adriana Varela.
1807-05-10|El teniente general británico John Whitelocke, comandante de las fuerzas británicas en el Río de la Plata, llega a Montevideo, desde donde preparará la segunda de las invasiones inglesas.
1858-05-10|Fallece el sabio naturalista francés Aimé Bonpland en su residencia de Santa Ana de los Huácaras; afincado en Argentina desde hacía años, era director del Museo de Ciencias Naturales de la ciudad de Corrientes.
1958-05-10|El dictador Pedro Eugenio Aramburu entrega la presidencia de la Nación a Arturo Frondizi.
1973-05-10|Comienzan a funcionar las universidades Nacionales de Entre Ríos, San Juan y San Luis, creadas como parte del plan Taquini.
1813-05-11|Se aprueba la creación del Himno Nacional Argentino, escrito por Vicente López y Planes y con música de Blas Parera.
1826-05-11|Nace el fraile fransciscano catamarqueño Mamerto Esquiú, que llegaría a ser obispo; brillante catedrático de Filosofía y Teología, es célebere su sermón de aval a la Constitución Argentina de 1853.
1832-05-11|Fallece el sacerdote y periodista porteño fray Francisco de Paula Castañeda.
1946-05-11|Fallece el acadé dominicano Pedro Henríquez Ureña, catedrático de filología en Buenos Aires.
1960-05-11|Operación Garibaldi
1972-05-11|Comienza a funcionar la Universidad Nacional de Salta.
1974-05-11|Es asesinado en Buenos Aires el Padre Carlos Mugica.
1816-05-12|Inicia su período de sesiones en Buenos Aires el Congreso de Tucumán.
1821-05-12|Se edita el primer número del periódico porteño El Argos, que contó en su planta con plumas de la altura de Ignacio Núñez, Manuel Moreno y Esteban de Luca.
1986-05-12|Fallece la médica y política socialista Alicia Moreau de Justo, junto con su marido Juan B. Justo una de las más destacadas figuras del socialismo en Argentina. Se graduó en medicina en 1914, y desarrolló una larga y fructífera campaña de derechos para las mujeres y los desfavorecidos. Presidió en 1936 la Conferencia por la Paz de América.
1854-05-13|Nace el poeta bonaerense Pedro Bonifacio Palacios, más conocido por su pseudónimo Almafuerte.
1922-05-13|Nace el escritor bonaerense Marco Denevi, una de las más apreciadas plumas de la literatura argentina contemporánea; su primera novela, Rosaura a las diez, recibió una exitosa adaptación cinematográfica.
1934-05-13|Fallece el naturalista porteño Ángel Gallardo, descubridor de la división cariocinética de la célula y estudioso de las hormigas. Fue director del Museo de Ciencias Naturales Bernardino Rivadavia.
1905-05-14|Nace el plástico rosarino Antonio Berni, una de las figuras cruciales de la pintura contemporánea en Argentina, miembro del Grupo de París, discípulo luego de Tristan Tzara, y finalmente autor de un estilo verista y crudo, que incorpora materiales a la pintura.
1985-05-14|Fallece el poeta y ensayista porteño César Fernández Moreno.
1989-05-14|En las segundas elecciones presidenciales tras el fin del Proceso de Reorganización Nacional, resulta electo el justicialista Carlos Menem.
1961-05-15|La Fuerza Aérea Argentina crea su División Antártica.
1965-05-15|El presidente Arturo Umberto Illia se niega a enviar tropas de apoyo a la intervención militar estadounidense en República Dominicana, argumentando que la no intervención, la autodeterminación, como expresión representativa de la libre voluntad de los pueblos, excluye beligerancias inconsistentes y reñidas con el total respeto que mantenemos a la soberanía de las naciones
1967-05-15|Se funda en Buenos Aires el Centro de Altos Estudios en Ciencias Exactas (Universidad CAECE).
1984-05-15|Se lanza el Programa Alimentario Nacional.
1892-05-16|Se funda el Instituto Libre de Segunda Enseñanza (ILSE).
1926-05-16|Ricardo Güiraldes publica Don Segundo Sombra, una de las novelas más importantes del género gauchesco.
1970-05-16|Nace la tenista Gabriela Sabatini.
1973-05-16|En el marco del Plan Taquini, comienza a funcionar la Universidad Nacional de Santiago del Estero.
1795-05-17|Nacimiento del Coronel Juan Pascual Pringles, militar argentino que participó en la guerra de la independencia y en las guerras civiles de su país. Héroe puntano.
1892-05-17|Fallece el legislador y literato porteño Pedro Goyena, fundador del periódico católico La Unión.
1936-05-17|El radical Amadeo Sabattini asume el gobierno de la provincia de Córdoba, pese al fraude electoral con el que el gobierno de Agustín P. Justo había intentado desplazar a la UCR del gobierno.
1965-05-17|Se crea la Universidad del Aconcagua.
1960-05-18|Se crea la Universidad de Morón.
1975-05-18|Fallece el bandoneonista y compositor de tango porteño Aníbal Troilo, apodado el bandoneón mayor de Buenos Aires y autor de la música de varias de las piezas más famosas del género.
1953-05-19|Fallece el escritor tucumano Fausto Burgos, autor de obras como El salar y La cabeza de Huiracocha, de estilo regionalista.
1984-05-19|Fallece la filóloga y folclorista puntana Berta Elena Vidal, autora de recopilaciones de literatura popular y oral del interior, y de obras sobre el habla argentina, además de importante producción poética.
1591-05-20|El gobernador Juan Ramírez de Velasco funda la Ciudad de Todos los Santos de la Nueva Rioja.
1780-05-20|Nace el político porteño Bernardino Rivadavia, primero en llevar el título de Presidente de Argentina, fundador de la Universidad de Buenos Aires y una de las figuras más importantes del liberalismo nacional.
1860-05-20|Nace el escritor y diplomático Carlos María Ocantos.
1892-05-20|Se funda en Buenos Aires el Museo Naval de la Nación.
1898-05-20|Nace el poeta porteño Ricardo E. Molinari, que en su vida casi centenaria produciría una extensísima obra lírica.
1984-05-20|Con el retorno a la democracia, la ex presidenta María Estela Martínez de Perón regresa por primera vez a la Argentina desde su exilio en Madrid.
1903-05-21|Se inaugura la Fuente de las Nereidas, de la escultora salteña Lola Mora, se ubica en Buenos Aires, en las inmediaciones de la plaza de Mayo. Será trasladada a su actual ubicación en la Costanera Sur poco más tarde, ante las protestas causadas por el realismo de sus desnudos femeninos.
